topic_id;post_number;messages
1891;455; Quote: d99e4f9d054e3336: Ok sir, if you want a new point then fine here is one. Even with all the complaining and all the harsh and negative words is anything getting done to solve the problem by you or other summoners? No it is not. And if all riot can do is focus on giving into what everyone wants then they wont have time to fix any issues whatsoever. if you dont see this then you are the naive one. I am just making a point that people need to leave them the hell alone... And you definitely need to not attack people just for defending a game they love. You have a good point on some things but you are harsh and definitely set on your line of thinking. No one can suede a concrete mind and I dont plan to try to do so. Just take it easy on the game. Go bother some other company that is pay to play for having the same problems the free to play ones have. Because last i checked ALL games have the same problems Yeap, all games have this problem. The difference is how fast they solve and how proactive they are. Take this example, Tibia experienced a lot of attacks. Nowadays, if it happens, they take a day to fix it or even less. If the issue persists, they offer a benefit for the players. Tibia runs like League of Legends, free to play with special features for people that are willing to pay.Riot is a big target and so far, they are not trying to change anything. They just act when they are attacked. If they keep doing this behaviour, sooner or later people will get tired and will move to different platforms or games, such as DOTA 2.I have never attacked YOU, I was talking about your option and how it lacks support. It doesn't mean that I think that you are dumb or a sh.ithead. I just think you a little bit too naive towards how companies truly work.a7f1e715c6602f62 
1891;508; Quote: 4a5c5be9d14524c9: The money YOU gave them may cover a technician to fix 1gb of their server space. You are so stupid I don't even know where to begin. Game last year alone netted 600+ million dollars in profits out of the 900 million in revenue they earned, the very fact that you are trying to say that this game is funded by one person so they cant afford to upgrade means just how much bull **** you are pulling out of your ass, millions of people play this game, and this game earned millions. 
1891;510; Quote: 4a5c5be9d14524c9: Show me facts that Riot is not doing this. Give me a link to a quote from riot them selves. You cant tell me im wrong on an opinion i made myself, while you dont have any evidence to back up your own stories. Lizard Squad couldn't DDOS XBox Live for more than 3 minutes, Twitch recovered in 15 minutes, DOTA 2 has never been touched, just shut up. 
1891;517; Quote: 4a5c5be9d14524c9: Opinions are fine, facts are even better. But you people are hypocrites that tell me im wrong and cant even back up yourselves. While its obvious that one side is getting all the money, yet you tell em im wrong and show me a bunch of numbers you pulled out you butts. I rest my case. I know google is a big scary place, but I suggest you use it. 5526e10cf34308c2 and I aren't just spit-balling ideas to support ourselves. We're literally telling you facts that we have looked up. Do some damn research, kid. 
1891;723; Quote: 7d67c62ca91070c2: instead of playing LoL we should just play forum games....idk any but lets do it go on, nobody needs you and your bratty little **** mouth. Everyone's just as annoyed as you are. Riot said they're trying their best to fix the issue. Your complaining won't change or contribute anything and all you can and SHOULD do is just wait patiently and let Riot do their thing. It's a free game, whether if you want to pay or not is YOUR choice, they didn't force you to pay, and you should be grateful for that. Good luck with the issue Riot! Best of luck! 
1891;772; Quote: af18c47484776900: My view point is drop the act, if your being attacked then attack back. I made my own 3 computer Viruses when i was 13 and still to this day when i get a virus or am attacked on my PC i retrace and if you have the right equipment you can easily pinpoint the location if they have more than one transmitter and spike there entire system shutting them. This would give you a few days while they repair to set up stronger defenses. My laptop is unhackable duo top to my own 3 viruses i have created i use as my defense. you touch me i fry your circuts, so on so fourth. i dont work for you so i can not legally do this for u to give u time but you need to figure out an offense and do it secretlly they cant point fingers at you when they started this war now can they. Common sense goes farther than book smarts guys. Best of Luck hope you get this resolved. You sir, are stupid. That's not a good solution to the problem. And you have no idea what you are talking about. 
1891;867; Quote: 8c5d14a0f506aaa3: Why are people upvoting this nonsense? Riot is massively failing and blaming someone else per usual. Are you people really this stupid? You and all other people blaming riot, you call them stupid but yet you've played this game for years. You've played so much you got into the gold or diamond or challenger divisions. You've probably gone out and spent money to buy rp codes. You insult Riot yet you're clearly in love with their game. When I hate something or think it's stupid, I stop involving myself with it. HAHAHAHAHAH crazy right? And even more so, you insult Riot, but I don't see you doing anything better. Did you found a multimillion dollar company? Did you get a bachelors/masters/phD in networking or programming or any other computer related degree? Half of you probably aren't even old enough to go college yet, or you never went to college because you're content with working your low end 12 dollar an hour job contributing nothing to society other than rant posts on the internet and May I take your order? So kindly shut your noise hole until you can show us a server that protects 100% against any form of ddos. Oh you can't? Wow then maybe you have absolutely no room to be talking down to Riot. 
1891;871; Quote: 1d9f3725db8ad7ae: You and all other people blaming riot, you call them stupid but yet you've played this game for years. You've played so much you got into the gold or diamond or challenger divisions. You've probably gone out and spent money to buy rp codes. You insult Riot yet you're clearly in love with their game. When I hate something or think it's stupid, I stop involving myself with it. HAHAHAHAHAH crazy right? And even more so, you insult Riot, but I don't see you doing anything better. Did you found a multimillion dollar company? Did you get a bachelors/masters/phD in networking or programming or any other computer related degree? Half of you probably aren't even old enough to go college yet, or you never went to college because you're content with working your low end 12 dollar an hour job contributing nothing to society other than rant posts on the internet and May I take your order? So kindly shut your noise hole until you can show us a server that protects 100% against any form of ddos. Oh you can't? Wow then maybe you have absolutely no room to be talking down to Riot. Really? Well, I'm 41 years old. I make more than enough to spend a few thousand on this game and not worry about it. I play because I enjoy the game. However, I do expect a certain return on investment. Just because I can afford to do whatever I want, does not mean that I don't want good customer service. In the last year, I have eclipsed the $5000.00 mark. I pay for my 3 boys and their friends to play. Champions, boosts, skins, etc... About 12 accounts in all. For the haters, I am not saying I deserve more than anyone else, I am saying that this is supposed to be the new meta in E-sports. I work my ass off for what I have. I have certain responsibilities at work, that if not upheld, I would get fired. Our customers accept no excuses. Nor, do I. Riot is a billion dollar company. This is not some private server. It is a business. Maybe it's time for you to realize that and stop flaming people that are pissed. They have an investment in this game, whether time, money, or both. So..please STFU and mind your own business 
1891;1170; Quote: b65600310f384a97: the hackers causing others to dc.. start banning them please. ran into one last game and i couldnt even play the game until i called them out on it. scared them too much for them to keep using it. until the hackers are gone and the hacks fixed im done playing this game. ps my client got pinged by their program causing it to display some weird text in the chat box just after i called them out on it. Yes because a hacker is going to be scared when you call them out. gtfo. 
1941;5;QQ moar nerd
1941;130;You're a d-bag in game. You get what you deserve l0l.
1941;134;Lol get rekt 2315eab6dabe4510. Hopefully next time you won't share your account!
1941;185;Post your tickets, liar.
1941;202; Quote: 3706e4bf35950094: This is blowing up quickly. If OP is telling the complete truth (which I think she is due to Riot's propensity for poor service), Riot needs to prepare for a PR ****storm lol poor service...seriously? OP is friends with the hacker on skype. OP has given out password to someone else. Multiple riot staff have gone over it to make sure they all reached the same conclusion. Riot is more then willingly to continue the conversation in the ongoing ticket to try and get it cleared up because what they are seeing on the account is not matching what they are being told. How do you get 'poor service' out of any of that? You want poor service, go call comcast for help -.- Hell file a ticket in maplestory and let me know how that goes Riots service is pretty stellar 99% of the time. They are a pretty amazing company. Sucks OP got screwed over by a friend, and it'd be nice if Riot would be able to restore the account, but hating on riot for the OP's faults is pretty retarded. 
1941;205; Quote: 0efa649d7e5c546a: We also never said that your IP was the only one showing up on the account... we only said that we can see that when you log in, it is from the same IP. The ammount of stupidity on that comment is astounding Never said your IP was the only one showing up but your account ONLY LOGS IN FROM THE SAME IP What the actual ****? 0efa649d7e5c546a, you are avoiding the issue, or now people can delete friends and combine runes WITHOUT LOGGING IN 
1941;212; Quote: 2315eab6dabe4510: I am currently screenshotting the tickets since you all seem to think riot will be okay with it. give me a few minutes to black out personal information and i'll have them posted for you guys to dissect. Lol you just gonna black out all the info to protect your lies. Please stop before you get perma banned 
1941;213; Quote: cb7cfc05c0ec0d7e: Well, now I know if my account gets hacked, I'll just quit playing instead of dealing with this kind of mess OP is a liar. Completely different than a legitimate hack. 
1941;217; Quote: 2315eab6dabe4510: I'm pretty sure my name and location aren't going to prevent you from seeing the truth, buddy. but how about you wait until i post to judge? Nah I'm pretty sure we've all seen enough to judge, just like riot. You need to get a new hobby or stfu and be happy hat you still have your account. Cheaters gonna cheat. Cheaters gonna lie. 
1941;224; Quote: 419a7165784eea5d: Ok so there is more than 1 ip showing up on the account right? contradictions.. Are you stupid? This means that the other ip's used to log into the account were from the people he shared the account with. I think 'Mercia needs to teach more reading comprehension in its schools. 
1941;308; Quote: b78d073186f221f9: I honestly don't understand what the big deal about refunding his runes would be. Bump it is a big deal because OP did not got hacked. OP GAVE his/her account away. Are you that stupid? If OP did in fact got hacked, then riot should give back his/her runes. 
1941;309; Quote: c9e344586c550cca: OP account did not got hacked. OP gave the account away when he/she shared the logins. Probably a friend messed with her/his account. OWNED. Yo idiot maybe you should read the entire thing before skimming through a paragraph or a thread if you read the whole thing you will understand that she shared her account with her Friend for 3 games and he no LONGER has ACCESS to this ACCOUNT good luck with your future endeavors good sir. 
1941;313; Quote: 54e701e6f3628baf: Yo idiot maybe you should read the entire thing before skimming through a paragraph or a thread if you read the whole thing you will understand that she shared her account with her BROTHER for 3 games and he no LONGER has ACCESS to this ACCOUNT good luck with your future endeavors good sir. Are you that stupid? this is SHE SAID HE SAID issue. If OP account did got hacked, then the IP LOG show that. But according to riot, that not the case.HOLY JESUS. 
1941;330; Quote: b78d073186f221f9: I give someone the keys to my apartment for one day. I take my keys back the next day and change the locks. All of a sudden, a few months later, a bunch of **** in my apartment gets stolen. It is completely unrelated to the fact that I let someone in to that apartment a few months ago, but now I am not eligible for insurance of any kind. Would this kind of scenario make any kind of sense? Cause it sure as **** doesn't make sense to me, and it doesn't make sense now Are you comparing that real life **** with this?OP SIGNED an agreement that stated SHARING ACCOUNT IS NOT ALLOWED. Thus, SHE BROKE the rule.Her apartment is HER property. The LoL account, is not.STUPID FK LOL 
1941;337; Quote: b78d073186f221f9: What do you mean by real life ****? This is real life too, this game is very important to some people, it's a hobby and a way to relax just like anything else, that doesn't mean it isn't real life. Yes, I understand that they shared the account one time, but if what op says is true and that person no longer has access, then it is completely unrelated to the situation. If op hadn't fessed up then they would have probably gotten all their **** back, but they did share and now they're being punished for it. Pretty ****ed up if you ask me OP SIGNED an agreement that stated SHARING ACCOUNT IS NOT ALLOWED. Thus, SHE BROKE the rule. Her apartment is HER property. The LoL account, is not. STUPID FK LOL OP SIGNED an agreement that stated SHARING ACCOUNT IS NOT ALLOWED. Thus, SHE BROKE the rule. Her apartment is HER property. The LoL account, is not. STUPID FK LOL OP SIGNED an agreement that stated SHARING ACCOUNT IS NOT ALLOWED. Thus, SHE BROKE the rule. Her apartment is HER property. The LoL account, is not. STUPID FK LOL OP SIGNED an agreement that stated SHARING ACCOUNT IS NOT ALLOWED. Thus, SHE BROKE the rule. Her apartment is HER property. The LoL account, is not. STUPID FK LOL 
1941;342;" Quote: c9e344586c550cca: yes because a professional hacker would their time on hacking an LoL account. A professional hacker that good would waste their time on this ****. Yes. the guys trolling the thread more than me, he hasnt said a single factual thing about computers. he ****ing suggested changing from wep to wpa if the op had multiple accounts; hes either really ****ing stupid or trolling "
1941;370; Quote: b0a30112ec294b01: I like how people think that hacking a league (or any) account is hard or something. She probably got a keylogger planted on her computer and it was history from there. Prepare for the downvotes storm, my friend. Because apparently, pointing out this very simple fact and exposing the OP for the idiot he is for both sharing his acc and most likely being the one who gave the info to his account through one method of another [ knowingly or not ], will draw the rage of this QQ circlejerk onto you. Hacking rarely ever happens [ true hacking ] and especially not to a nobody`s LoL account coz she didn`t give nudes to a teen lol. She either has a keylogger on her PC, friend still having access / sharing the access with his other friends as well or most likely ... weak password after the password change, since people usually use a single password across all things for all their life, being predictable as hell when forced to change it. Also, let the downvotes games begin! 
1941;396; Quote: ef8aaf7209c7a161: Translation: Because you let a friend use your account a few times, we refuse to restore the runes you already spent IP on even though we're perfectly capable. Translation: Because you broke the ToS agreement by sharing your account with another individuals, we will not restore your runes. It is your own STUPIDITY. 
1941;400; Quote: 2315eab6dabe4510: thats the messed up part. sitting here looking back I realize all I had to do was lie and I probably would've gotten my runes back. lies lies lies everywhere u got what u deserved son, get rkt. back to farm all ip for those runes right? just like old days 
1941;409; Quote: 2315eab6dabe4510: then why can't they just give me a small amount of IP (15k or so) so i can at least build one useable rune page and then grind from there? y don't u go farm it lazy a$$ 
1941;413; I messed up but I am an overprotected and spoiled brat. Thus RIOT should fix the MISTAKE I made - 2315eab6dabe4510
1941;415; Quote: b78d073186f221f9: That's the worst part about this, you shouldn't be punished for being honest about something like that. Like I said earlier if op hadn't said anything about the sharing from before then they most likely would have refunded the runes He is not being punished for being honest. LOL You are so confused. OP broke the TOS and shared his account. End of story. Riot is not punishing him! OMG HAHAHA Your brain hurts me. 
1941;416; Quote: c9e344586c550cca: I messed up but I am an overprotected and spoiled brat. Thus RIOT should fix the MISTAKE I made - 2315eab6dabe4510 best quote 2014 don't forget the part where OP blames support and in other words, says they suck, when OP was just plain stupid. 
1941;424; Quote: 2315eab6dabe4510: i love the two twelve year olds that keep posting negative **** on here while everyone else is trying to at least be reasonable with their replies. continue bumping the thread, i don't mind. 12 year old boys? you broke the ToS agreement and is asking riot to fix your stupidity. You did not got hacked. The person you gave your account to hates you and messed up your account. Grow up. 
1941;440; Quote: c9e344586c550cca: and the white knights. People are arguing with you. And you can't seem to understand logic though your thick skull. 
1941;443; Quote: 00bc9d1b055b30aa: You all are trying to argue common sense into a girl. Thats the problem Sexist bigot plz never show your face to reality kthnx be down voted into oblivion pl0x. 
1941;456; Quote: 126da786f2d6234d: why dont you take a screenshot of your arm and and your bike, maybe a conversation or two that you had? and then submit a ticket to the doctor and see if he gives a **** Your trolls skills r bad. Tryharder. 
1941;472; Quote: 0efa649d7e5c546a: Hey everyone, I'm going to clarify a misconception here. The account sharing was not just a small one-time incident. It was blatant, lengthy, repeated, and the direct cause of 2315eab6dabe4510's lack of runes. Also, all of this comes from our own analysis, not from what 2315eab6dabe4510 has said here or in the ticket. BAM watcha gonna say now 2315eab6dabe4510? well i know what i'm going to say.... RKT RKT RKT RKT 
1941;485; Quote: 60aea3cd35664385: 2315eab6dabe4510, you've just lost: riot pretty much is convinced at this point. If what your saying is true, you should do what riot told you to do in the first place: Contact authorities and get them involved. Otherwise, i guess u got dunked rofl. Worst is all this fatasses thinking a55a69c883485c61's sister was actually saying the truth and defending her. LOL LOL LOL LOL RKT SON 
1941;488; Quote: 61b98ce5aaf6bafd: what i dont get is why cant they just ****ing give her the damn runes. its not that big of a ****ing deal. shes been playing for a long ass ****ing time just give her the ****ing runes for **** sakes and leave it at that. its not like shes asking for 500000 ****ing rp. shes just asking for **** so she can play again when she was obviously ****ing hacked. holy **** riot enough of ur greedy bull**** just do it already fake ass 61b98ce5aaf6bafd 
1941;521; Quote: 00bc9d1b055b30aa: Im quitting league, riot service sucks, see you on hearthstone - 2315eab6dabe4510 in a game on my smurf, will reply as soon as i am out. i do have a response to what the rioter said. - 2315eab6dabe4510 Rofl. This is why you dont argue with a girl. SHE ALREADY SAID SHE DOESN'T WANT TO PLAY ON HER MAIN ACCOUNT BECAUSE ITS NOT FAIR FOR HER TEAMMATES IF SHE DOESN'T HAVE RUNES DUMBASS. and that ACTUALLY makes sense. 
1941;524; Quote: 97386dafe7f409dc: This is a sad thread. Not even because of the rune loss, but because of the fact that someone was sexually harassed. Honestly, this thread has blown up over sharing an account, and nobody gives a **** about the guy who screwed with something that 2315eab6dabe4510 put years into playing due to her not wanting to show off her body. You're all pr icks. Like, the highest caliber of pr icks. The sad part is that you are white knighting a girl who gave ONE SIDE to the story when a riot has announced that its not even accurate. Good job feeling like an idiot. 
1941;527; Quote: 97386dafe7f409dc: This is a sad thread. Not even because of the rune loss, but because of the fact that someone was sexually harassed. Honestly, this thread has blown up over sharing an account, and nobody gives a **** about the guy who screwed with something that 2315eab6dabe4510 put years into playing due to her not wanting to show off her body. You're all pr icks. Like, the highest caliber of pr icks. You're taking something that was amplified by the OP and troll posters to a level that it never actually was and blowing it up like it's the main concern. Your logic is stupid. Pl0x stop. Your brain should require you to refund glucose for such useless thoughts. 
1941;547; Quote: 00bc9d1b055b30aa: I really want to hear 2315eab6dabe4510's responce. Girls have to lie and make **** up just to get attention thats kind of sad. K you need to stop. Like, now. Like, your pathetic logic is pissing me off. 
1941;556; Quote: 2315eab6dabe4510: Okay now that you're all done circlejerking while i was gone allow me to read all the **** you typed and reply to it. Shower off, you just came back from the beach, you salty ass mother fucker. 
1941;557; Quote: 2315eab6dabe4510: Okay now that you're all done circlejerking while i was gone allow me to read all the **** you typed and reply to it. Why aren't you perma banned in game and forum? Breaking ToS. Lying to incite spam. GTFO. 
1941;585; Quote: 0efa649d7e5c546a: Hey everyone, I'm going to clarify a misconception here. The account sharing was not just a small one-time incident. It was blatant, lengthy, repeated, and the direct cause of 2315eab6dabe4510's lack of runes. Also, all of this comes from our own analysis, not from what 2315eab6dabe4510 has said here or in the ticket. i called it, op the liar wanted sympathy gg 2315eab6dabe4510 
1941;595; Quote: 2315eab6dabe4510: either way, i'm not trying to make riot look like an ass here. i'm upset and frustrated by the fact that they won't return to me something that i spent hours EARNING. It wouldn't hurt riot in the least to restore my runes. not what the title says fggt. anyways u probably lieing 
1941;611; Quote: ec2fe75ff2b81df6: Over 3k games combined in normals and ranked. Not a smurf. Just saying the truth. Another reason I lost hope in this community. You are a prime example. u make me sick 
1941;631; Quote: ec2fe75ff2b81df6: Why try? When no one in the community makes any better. Look at this thread and people saying 2315eab6dabe4510 doesn't deserve it.Why would anyone try to help this community. There is no hope in this community.Even if she did account share.Who in there right mind would get rid of all there runes and delete there friend list? Pretty sure no one that plays league as long as she has. From season 1 would ever do that.Maybe if she was asking for money or just give her back the IP from it. It would be a different story. She is asking for the runes back.But go on about your day calling me a smurf of 2315eab6dabe4510 and she doesn't deserve it because she account shared awhile ago. Please do it so I can believe more this community is utter trash It is that exact attitude that leads to that which you despise. You're a hypocritical fool that doesn't even understand the logic or the goal you so desire. I think you need to reconsider your attitude. If you desire change, then seek it by a means that can be changed. Do not simply deny that the logic does not exist if not thoroughly examined. 
1941;644; Quote: 126da786f2d6234d: and then the more obvious one, WHY WOULD THEY BE SPOOFING THEIR IP ADDRESS WHEN THEY CREATED A ****ING GAMING ACCOUNT Because it never happened. OP is clearly a lying spoiled brat looking for attention. Quote: 00bc9d1b055b30aa: I dont know why you even bother to respond to that comment it gave me cancer just looking at it. Because she`s an attention *****. Should I even quote this to prove it? Isn`t everyone already convinced of this fact? Quote: 2315eab6dabe4510: Okay now that you're all done circlejerking while i was gone allow me to read all the **** you typed and reply to it. 
1941;660;plot twist she's a fggt
1941;816; Quote: 8c825514cc198a18: Um that's not how it works. There are thousands of players who pay tons of money on for this games content such as skins. Just because they lost 1 person doesn't mean they have to care. You're a fool. The kind of fool I never want to be working for a company. 
1941;818; Quote: fb51e675a6153020: Oh. Okay.Paying customers get to break rules, fe50f33feef81670 said so.Sketchy screenshots are now solid proof.Everything someone says on the internet is true.Hang it up, folks. Did you take classes to be this bad at trolling? 
1941;838; Quote: 0feab038f7763577: look, another white knight for riot who cant read.2315eab6dabe4510 explicitly stated that the person she shared the account with was a close friend, and very rarely used the account. And when they DID use the account they only played normals or arams (1~3) before logging off.OP has also said that she changed her password - her friend had no access to the account at that point - and the account was still compromised.But keep believing that her friend screwed her over. I mean, Riot is never wrong right? Thats why 0efa649d7e5c546a is still talking to 2315eab6dabe4510 over private messages about this issue, and didnt just drop it right? stfu 
1941;883;I have spotted signs of Photoshop in the pictures you linked. You are a lying despicable thief and you weren't hacked you tried to use that as a cover up for your friend who ****ed up your account now you want sympathy and I bet you won't call the police because you mess with the police over this **** that's not even true they might lock your ass up for wasting their time you better now go back and grind the runes again that your FRIEND you gave account access to ruined this was not A HACKER YOU LIAR AND ONLY IDIOTS BELIEVE YOU
1941;895; Quote: 983deb4c6a53ece9: words are only words without proof backing it up though. what are you his criminal defense attourney how about u turn down before i turn up let me warn u u dont wana see me turn up young buck ill blast ya down kinfolk u dont know who u fukin wit **** 
1941;947;I just don't get the people on this forum. Seriously just use a little bit of logic and you can see how blatantly full of **** OP is. What does 2315eab6dabe4510 have to gain from lying? Freely get all of her runes back What does Riot gain from lying? Absolutely nothing. The best case scenario is everyone forgets about it quickly, after an enormous **** storm for at least a few weeks. Who wins that? Riot If Riot had any doubt about the entire situation, why would they react as they have? It's illogical. In what universe does it make sense for a business to intentionally piss off their customers? Especially ones that have been around for years? The OP claims to have been asked for sexual favors, yet shows no evidence of said claim. On top of this, the evidence is horrible. I could literally re-create said evidence in under 60 seconds on Skype. First piece of evidence literally says nothing. No reference to anyone specifically and just generally says nothing about hacking of any kind. It could literally be someone talking about a friend who got a virus that destroyed their girlfriend's computer or something. Second piece of evidence doesn't show much of anything, either. Just because I can tell someone I can run a marathon doesn't mean I can in the slightest. Which makes more sense: Dumb ass 14 year old kid getting mad about someone talking **** to them and making idle threats, or a legitimate hacker getting mad and making a real threat? All the evidence really shows is the OP is talking **** and harassing someone, making threats of their own. Third piece? If one of those two were a friend of the OP, why would they be laughing and joking about the account getting hacked or their friend being sexually harassed? Maybe it's just me, but if I had a friend getting sexually harassed I would flip ****. I'm inclined to think most people that are friends would do the same. This leads me to think there's no way they are friends, which, in turn, leads me to believe there is no logical reason that piece (or the first) would be in the OP's possession in the first place. This leads me to believe the evidence was faked, although, in truth, it could be a case of severely bad judgment by the OP (which doesn't seem too far of a stretch). In the end it comes down to one question: Is Riot support full of greedy, corrupt employees who want nothing more than to ruin the experience of their players, or is the OP a greedy, corrupt person who ****ed up and wants someone else to pay for her mistake? Probability is weighted quite heavily in the favor of Riot. The logic just isn't on your side, OP. Sorry.
1941;957;" Quote: 077c4e9352195d7d: Both assumptions made assumed the person in question was wrong. What 2315eab6dabe4510 would gain from lying would be free runes because she lost them. What would Riot gain from lying? Absolutely nothing. It's not a question of whether or not Riot should restore the runes - that's a separate issue. It's a question of the validity of the accusations on both sides. My logic is simply based around the likelihood of the event. Again, which is more likely: Riot is corrupt or the OP is corrupt? That's not claiming Riot must always be right, it's claiming that Riot is simply not illogical. This is actually true for both; logically the OP should lie about this in an attempt to get her runes back, and, logically, Riot should not intentionally screw their player base for fun. Again, OP has far more to gain from lying than Riot. To directly clarify what my axiom is: Both sides perform their actions logically. I'm sorry my logic was hard for you to understand. I hope my points have clarified that for you. If someone spends time acquiring a currency and then spends that currency on a product, that product wasn't free. If someone destroys that product, having it restored doesn't result in free product. Sticking to the you did something against the ToS so you get nothing, other than hours of employee time is so irrational I can hardly believe it. But go on thinking that the unwashed peasants can't understand your godlike logic. Arrogant nitwit. "
1941;976; Quote: 38506e4bf8728885: She quoted that she got hacked, exactly. THE PERSON WHO HAS SOMETHING TO GAIN HERE CLAIMED SOMETHING THAT WOULD PUT HER IN A POSITION THAT WILL BENEFIT HER. I'm not just calling it white-knighting because she's a girl. White-knighting has gone beyond that in internet terms. White Knighting is when you defend someone without even knowing their actual damned issue. I'm not inclined to believe anything anyone says on the internet because 50% of you are liars. What you are suggesting is far more serious. You're claiming that the OP should not contact the authorities because they won't do anything Its worth a ****ing shot. I've played almost as long as OP. Of course I'd be damned frustrated if someone took that all away from me. But I'm sure as heck not stupid enough to give someone else my log in information. I'm also not brilliant enough to keep hackers on my contact list on Skype, or to download trojan's sent to me by someone I don't know. I already said I want OP to get her stuff back. The cops arent going to give her all her stuff back, but if they do take her seriously, they could help locate the person issuing said threats and something can be done legally. If the person in question is proved to exist and is proved to be punished by the law for said actions, perhaps OP can prove that he... well. Exists. Y'know. Instead of just being a blank text log. No, I don't know what ****ing sexual harassment is like beyond pics please nonsense over and over again until I block them. It doesn't mean I cant offer advice, and tell both parties on this matter to shut up because the white-knights have no idea what they're talking about, and the rekt kiddies aren't even doing anything but screaming rekt. You have no proof God you are really ignorant about the sexual harassment thing. Allow me to explain that even a toddler can understand. As a girl on this game you'd probably get TONS of comments from many different guys with rude disgusting comments like that. It maybe stereotyping but that how it happens. Real life and online. It happens. Why would this girl suddenly report to the authority? If it was so easy than it's easy for those who are sexually molested or been physically abused as a kid to report to the authorities on the get go. It just doesn't work like that at all. People occasionally pray the person would just cease and go away and find another victim to pray on. They don't want to cause any trouble. Do you report on anyone who sent you death threats? Of course not. Most of the time you expect they are joking. That's probably how 2315eab6dabe4510 felt with this man and didn't do a single thing. So yes it was a problem. And yes it does seem she values the runes more, but since she had to make a thread asking for runes, she more entitled to talk about retrieving her runes back. I'm sure if she went to a thread talking about her feelings about sexual harassment it would be what I've said. How do I know that? Because I have empathy and I've seen and been in a sitatuon like her. I've had rl friends who had trouble sleeping because their ex's won't leave them alone or a man tracking my address down and threatening to find me when I was 12. Do you even understand? No you don't. I'll be speechless if you still don't understand it after reading this tim bit. And no you can't offer advice. It's like asking a 12 year old how to manage my taxes. It's literally a zone you shouldn't of touched and said it lightly that you can just report to authorities. It's very ignorant of you to do that sir. You say you aren't dumb enough to get hacked, but you probably don't understand how easy it is for a l33t hacker to GET information from you. I've had a friend who's a computer techie get constant DDOSed in his challenger games in EUW because some l33t hacker decided to have funsies. So again, you don't know what it's like to get hacked either. This OP clearly said she took as many precautions as possible in getting rid of said stalker, but failed to do so because it's SO easy to get hacked. I don't even know what kind of proof you want. The hacking was unexpected as she said, she was caught off guard and can't offer more than some of the few things she has. What kind of proof do you want her to have? a live video of the man talking how he RUINED that girl's account? like what lol. 
1941;1030; Quote: 4c43b589dc1fa76b: hahahaGET RKT 2315eab6dabe4510 RKT RKT RKT Bro you're 10 years behind, you were rekt the moment you posted this garbage. 
1941;1110; Quote: 00bc9d1b055b30aa: Did you only read one line? God you sound like such a sheep right now. I read the whole thing and responded to the Static/Dynamic ip thing if you're going to be an ass atleast do it right 
1941;1127; This whole ****ing thread is stupid. What the hacker is doing to op is cyber is cyber intimidation, breach of privacy , and sexual harassment. 2315eab6dabe4510 if you have all this evidence then go to the police you dumb *****. Problem solved BINg, LIGHT BULB! 
1941;1178; Quote: 5526e10cf34308c2: Read my other posts, I have little belief that someone would hack into your Router and replicate your IP address, which is a federal crime, without having done more than just combining your runes and delete your friends. Also it does not say that in the TOS that its ok to share your account in any way, shape, or form, for EloBoosting or not, it says ALL account sharing is not allowed, you broke the TOS, Riot technically has no obligations to support you or even give you back your runes. if you don't think that is possible then stfu lol. all you need is a rat or team viewer and you can pretty much access about anything with the same ip as the person you hacked. A simple keylogger and RAT and then bingo your victim has no proof 
1941;1203; Quote: 2315eab6dabe4510: So me existing bothers you because I let a friend play a few ARAM's on my account? 2315eab6dabe4510, how stupid are you? You broke the contract you made with the game, it doesn't matter if its to let your friend play some ARAMs or not, you broke the rules, you deserve to pay the price for it, nothing you say can justify you for breaking the law. 
1941;1211; Quote: 2315eab6dabe4510: You literally half-read everything you reply to. This was a reply to someone saying that it would literally BOTHER them just to be in a game with me because a friend used my account to play a few ARAM's. It's not about me breaking the TOS, which I completely and honestly admitted to riot from the start, they didn't even have to question me about it. They didn't find it and bring it up and then I came clean, I told them from square one. This is about someone caring so much about something that doesn't effect them at all. this is about you whining and crying just like you did in the gd tourney you screwed up yet again now shut up and pay the price idiot 
1941;1258; Quote: 6e3c07ddc7165d30: Ahhh. Another one of these threads. I always feel inclined to agree with the victim and not believe the whole riot has no reason to lie or target you Though after numerous cases, Riot is always right and the victim ends up being in the wrong. Either Riot is reading too much into the account sharing which has nothing to do with the actual hacking or the OP is lieing out of her ass. I'm on the fence atm. The OP is lying out of her ass. I like how the hacker conveniently decided to talk to her on skype and allow her to record him so she could have evidence. Now she's saying something about a sexual assault. I didn't follow the whole thread but, don't you think you would be a bit more inclined to have something done about being sexually assaulted before yelling at Rito for not returning your LoL account back to you? I would imagine if you were sexually assaulted, playing LoL would be the last thing on your mind, not the first. Hey OP, how about you post pics of the police report you supposedly filed? 
1941;1283;ITT, OP shares account. OP gets bit in the ass for it. OP blames Rito OP is a fgt.
